country,library,link,imageurl,size,artifactName,relicTime,material,description
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-624,https://lh4.ggpht.com/-QWTcThTnP93lABd6r0hjMJavwLbb4_y_ikd4KVEN-a4CR2HaUug5mavBJV6YXzAvEjRvBq3LvdA9vVZHS0mQLXrpg=w1000,height  5 cm,Tea bowl with a bluish brown glaze,c. 960 - c. 1279,stoneware,"Theekom van steengoed, gedeeltelijk bedekt met een bruin glazuur met donkerblauwe vlekken. De onderste helft van de kom is ongeglazuurd."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-290-K,https://lh4.ggpht.com/c_y3cUBND_A686jx7BWI1EFa_6iIeBRTGiCT3QRN4MBz5VIDSCil8JMobBmhomCBPOC-Ja3PCzXsg0-a7Fh8NriIrUs=w1000,,Schildering,1700 - 1750,paper,"Eén van twaalf landschappen, vingerschildering met opschrift van de schilder Gao Qipei (1662 - 1731(?)). Opmerking: Zie inv. nr. AK-MAK-290."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-290-L,https://lh3.ggpht.com/0rqJyLT_TU17OsiqvSHRI3xmzRokL6qDmJ_6q_xo9ifCU7SbIk3YutPy6aKk_yiPyO0N3lM7_1eAPts8WdVtaaPyL9xx=w1000,,Schildering,1700 - 1750,paper,"Eén van twaalf landschappen, vingerschildering met opschrift van de schilder Gao Qipei (1662 - 1731(?)). Opmerking: Zie inv. nr. AK-MAK-290."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1990-15,https://lh3.googleusercontent.com/vmMOmFXnGF23K00NS-uzu7CCDBDoZljp9Bhahok2FwvOc8L5Vxxhm6OZTGhTQijWU8xT8--Ni-KbZJUhCIS-hlgVH_c7oqjkXIZ2Dyw=w1000,,Moonlit River Landscape with Figures,c. 1750 - c. 1785,paper,"Hangrol, rivierlandschap met figuren bij maanlicht."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1975-3,https://lh3.googleusercontent.com/sHM0zZRxw6nLl4hMY4CikF6_Ib6vIJt7mLn8qK52oIHBqsQbvlJZLY-1RSu-_1xPYi6Cbsesa_E-imlv6n164obVzg=w1000,height  3.1 cm,Saucer-dish with a translucent white glaze,c. 1600 - c. 1699,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-599,https://lh6.ggpht.com/9oQ_nw1OlQl_GaZ8r16abV7eXw9f7xO6KizirC2bJvBdBARFy5GYGWEs9JeWomB6aauoU_5UEVyeS6WjERBdQbuKc9U=w1000,height  5.6 cm,Octagonal Bowl with Dragon-shaped Handles,c. 1630 - c. 1645,porcelain,"Achthoekige kom van porselein met twee oren waarvan het einde is gemodelleerd in een monsterkop die in de rand van de kom bijt, beschilderd in onderglazuur blauw. De wand is verdeeld in acht vakken met afwisselend een rivierlandschap of een geleerde in een landschap. Overgangsporselein in blauw-wit."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-644,https://lh4.ggpht.com/XvMPh18c7EJ99hhodR98SamExy3y6VoPODqzeAq3-El-glu417phDZUrLMNygADveCEZ0WdJtxoSut7bfmFY84m85V6e=w1000,height  12.4 cm,Box with dragons and pierced cover,c. 1675 - c. 1699,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1973-2,https://lh3.googleusercontent.com/1BjGdTMrCPlmodDoLq_v9Vm3ZzWscQ133CysQxiRjxClMyG_a9njVlFN5jaIuvTDqYHxLMAvyHJA-tnEL_KiZQPsCQue=w1000,height  7.7 cm,Bowl with pearl chasing dragons above swirling waves,c. 1875 - c. 1908,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-96-A,https://lh3.googleusercontent.com/hy0DKqng2vSaArUmH36F_LBhaoLcoxQEFE-GT_vTdJxa9zRHN-V-D7T2smWIxDdpBEx8D17irVmCAR0_ewrfiFAozg=w1000,height  220.0 cm × width  38.5 cm,Egrets and Kingfishers,1368 - 1644,,Schildering voorstellende reigers en ijsvogels. In houten doos.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-509,https://lh3.googleusercontent.com/3gFZvawtIUrDC2GgJQT6vT6Xtn7WhY3eHPzBqbu5kAcFyneMNF3yWvWPFZQ3q7SR8q0PO_7VvC0woKc2sGxSbEUqefGZJwZALtWm1FRMzA=w1000,,Bord,1500 - 1600,wood (plant material),"Achthoekig bord met op een fond van rode lak een stilleven in verschillende kleuren en goud, bestaande uit een bloemenvaas met prunus en camellia op een laag voetstuk en op een laktabouret geplaatste schaal met een zogenaamde Hand van de Buddha (citrus medica var sarcodactylis). De achterzijde met panelen van vlechtwerk. Goudlak opschrift aan achterzijde."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1973-8,https://lh3.googleusercontent.com/mHeNguGeRRpDX6UlUne40VbsgkOpcd-EhNrKEIO0HSDpI6v_iyGXKjRlbJqhLP3aLDPOOrF9OQKocwB4l2_By1zyVBewsMIKmGJaZY9n=w1000,height  5.3 cm,Saucer-dish with a peachtree and a fungus,c. 1800 - c. 1899,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1290,https://lh3.googleusercontent.com/oKD_XIxtTmYBq3CNCqawKK5PkqHZCvmTbI0tGnpqHpEtaPR2taVe8AWULB0LEfUThxXrOk4JXO_dfIRNkz5y3EvQ8A=w1000,,Waterlandschap met visser in een prauw,1368 - 1644,silk,"Waterlandschap met een prauw, die door een man wordt geboomd."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1977-7,https://lh6.ggpht.com/iK9Dbsp6Z7JjsQ2Eby4cgElRE0qLr6cjoa7zrW3opdziuCWVyQD0FJ_DoWYxumu70OBzqwdg7nD2AfGX-qZG3oKFJTU=w1000,height  5 cm,Set of Twelve Month Cups,c. 1700 - c. 1724,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1164,https://lh3.googleusercontent.com/L0vXcR0oM_8W9eND0GNuSstqvOebRQpLYLUFmfANtvhEVP-4rgYhwvXvqXdTA2ht5QcW3Qat08koZuiW4TtGMgb8LAKa=w1000,height  42.8 cm,Vase with pheasants and horses in landscapes,c. 1575 - c. 1599,porcelain,"Vaas van porselein met een naar boven toe uitlopend lichaam, ronde schouder en een smalle, spreidende nek met een opstaande rand, beschilderd in onderglazuur blauw. De buik is verdeeld in twee delen. Het bovenste deel met twee fazanten - één vliegend, de ander op een rots - in een landschap met bloeiende planten (pioen, prunus) en wolken. Aan de onderkant twee paarden omgeven door vlammen, rennend boven kolkende golven en rotsen. Op de schouder drie vakken met een swastikapatroon onderbroken door een cartouche met perziktakken; de vakken zijn gescheiden door een ruyi-motief. Op de nek een band met puntige bladmotieven. Een barst in de rand en één in de buik. Ming porselein in blauw-wit."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1224,https://lh3.googleusercontent.com/iGK-KSaJ1itkl-bKaChWrG1yY5cFUu0FHIN6shsZ4UE5hm4YWAv5KcdiBC9sy7q7lCRSqI40vpotwmTS_T2tcuCdW7I=w1000,diameter  32.5 cm × height  3.5 cm,Dish,c. 1300 - c. 1325,,"Lakschaal, rond gesneden zwartlak, gedecoreerd met twee vliegende mandarijneenden tussen lotusbloemen en andere waterplanten."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-501,,,Guanyin,1368 - 1644,wood (plant material),
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-114,https://lh3.googleusercontent.com/mFfEky7ewStka76sYA5k5J94RnpTShdY58HXfCg1gFPjjjtsjF7uKEQE8fjyb3fvEu8gWnmLt-IyRAktjhtwmngBOufELSsJfsElZ0Sk=w1000,,Altaarkleed in Chinese gobelin techniek,1600 - 1699,linen (material),Medaillons en florale motieven binnen een band met s-vormige figuren. Op het beneden stuk draken en wolkmotieven.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-50,https://lh3.googleusercontent.com/rffoGZ3gza-5o11CkCqTATTKdM8i_Iyg8u7BQu14SpiCoD-_F0I0XkDZjLbDqh8lxiwxVFClRTsYKChxRWmlYM9yl4k=w1000,,Vis van lichtgroene en lichtbruine jade,-1100 - -800,jade (rock),
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1367,https://lh3.googleusercontent.com/Rk6uxdTuZvftz7DNJezb10ga6FtCw-YtNmVFNAhwSFEACtd7OMsMtXdmQvFEn8FXMrXF-NftV_BZQgvY2BxXsbxJayw=w1000,height  3.7 cm,Round box with a feng huang en scrolls,c. 1650,porcelain,"Ronde doos van porselein, beschilderd in onderglazuur blauw. Op de doos een band met gestileerde bladeren. De deksel met een feng huang en gestileerde ranken. Overgangsporselein in blauw-wit."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1987-3,https://lh3.googleusercontent.com/1VbZgX3cWkmE3kNqwHwQkH4MQ_OJM5rfxnUbwGikjg6BpJmIsXrAKmED1mEvsZ7MMilP_0RGpigWKTKJsp8w5Fvn75g=w1000,height  4 cm × diameter  21.3 cm × diameter  12 cm,Saucer-dish with flowering plants in a flowerpot and near rocks,c. 1700 - c. 1724,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1354,https://lh3.googleusercontent.com/0LJ6sC71Zm8bbbVILtXvaa6lowY959bBAVykNI9rHmY7YZqj9NG8m-0o6OmtftGrglz2SCVRpD1kXzkruYaAxe6uDPQ=w1000,height  5.1 cm,Ovoid jar with flower sprays in relief,c. 1279 - c. 1368,stoneware,"Eivormige pot van steengoed, bedekt met een grijsgroen gecraqueleerd glazuur. De buik met twee rijen bladmotieven in reliëf en op de schouder een band met bloemtakken in reliëf. Celadon."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1396,https://lh3.googleusercontent.com/XA4MgvHo_cIYKngGQIX8SlWMWCkmxAQVMSltFDOpdepi_8BXyxwQSNKaqN7UKI5cvmAhWVJv8gDhakSsA-CN9gsvStPu1BwjPOKMooB_=w1000,height  2.3 cm,Saucer-dish with a flower spray in a medallion,c. 1300 - c. 1499,porcelain,"Schaal van porselein, beschilderd in onderglazuur blauw. Op het plat een gestileerde bloemtak in een dubbel medaillon. Het glazuur is gecraqueleerd; de onderzijde is ongeglazuurd. Gevonden op Sulawesi. Blauw-wit."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1977-12,https://lh4.ggpht.com/sE-RcEJleiYHYcg7oeQQdjoTWOHEQyYceQlQ1P55kOnpaPL6y9KqMItexd74wGd_JpTcQZu1ROG5m7JPatXQBoswfw=w1000,height  5 cm,Set of Twelve Month Cups,c. 1700 - c. 1724,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-556,https://lh4.ggpht.com/dQwvPxRFCP5uQ3w4dfdzm1Nf56jEasq-4FcpbZSWr2bO8NKSMY_H6AuT-6V_3cEEy8fUB4SN5nqoA-R5rH9noyKnDMM=w1000,,Wine jug,1700 - 1800,,Kan met deksel van bergkristal.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1287,https://lh3.googleusercontent.com/fghE8jj2ABrrEkLbF7v91-2ajmz-efdwJERNXonrUJCr5Xd3FkwKQL5EbLDl1IZhh89QcrQDMwJ3I50lde-jnlvurdE=w1000,,Papaverbloemen,1368 - 1644,silk,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1356,https://lh3.googleusercontent.com/RknG871JL0XXAfXnFJZpUQ9mRByzCN5Qua9bfWQZvra22m4jWV3pF8MmBjCnakD9gr4tNdN4OjtJc34Oez-7dUahNg=w1000,height  7.5 cm,Covered jar with a bluish white glaze,c. 1279 - c. 1368,stoneware,"Dekselpot van steengoed met een bolvormige wand, bedekt met een gecraqueleerd, transparant glazuur met een blauwwitte tint. Op het glazuur onregelmatige vlekjes. Voetring ongeglazuurd. Qingbai."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-98,https://lh3.googleusercontent.com/iowvcOPjWoN5uPR057Z4Y5Y0HQYcVFEuePLWlMR4-OIMcb_cydnQGvhH_UntfAzUFFdouEXt5HlnAOHA77BGfcErDu8=w1000,,Bamboo,c. 1800 - 1825,ink,Schildering voorstellende bamboe. Gesigneerd Shaoxiang (volgeling van Cheng Pan-chiao). In houten doos.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1973-7,https://lh3.googleusercontent.com/-UlyrQdwwzuOiOpqqOcNyRB_Dhwi7tluQbcDB8XuTP5Wzp32R1zdCWdgN2_q9PjxM41FJJBYXcexeQKZbaCAEJP8YTdzj7icrPClJ4-p=w1000,height  5.3 cm,Saucer-dish with a peachtree and a fungus,c. 1800 - c. 1899,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1973-4,https://lh3.googleusercontent.com/uAjQiEYfRRS5CknVOkDRFgTd8hmc8b8E8UEcgK97GBU-a4KoS5QvLpeCxnYRZxwPecZ7_MxsAOF1PCaHO2U1skuPgg=w1000,height  2.8 cm,Saucer-dish with incised pearl chasing dragon between flames,c. 1875 - c. 1908,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-562,https://lh3.googleusercontent.com/HDc4M00GeHWIgru4r-_seAZQK1Gh55myg1qHFfoa9AHuCHxddQjvW7-1VE3s0TEJMt3QJFhmyHKzQMhRFNuvUwcuU1k=w1000,height  6.6 cm,"Miniature teapot with stylized lotus scrolls, ruyi-motif and ornamental borders",c. 1700 - c. 1724,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1228,https://lh3.googleusercontent.com/pFEuilxsMdOH1ByBENlzXk_gUrP7cOTNLLKEdMa7hS4shQXlImjrBLUjhFI37XO2nqDwc-lsY4WNEDqVeSymx8HDix2XSFoMtqy4LIwy=w1000,,Ring in de vorm van een draak,1100 - 1300,jade (rock),Ring in de vorm van draak.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1209,https://lh3.googleusercontent.com/rMeFY5Wnc-t0yVOe1ezpsKMgmMQl_EpKXPOI9R3ChZUbZqm_sMjsXAjJ9P6jFOhsMzesKsfFxxQdvA2wIEStVmfGp-A=w1000,height  7.3 cm,Rectangular censer on four legs with dragons,c. 1900 - c. 1969,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-654,https://lh5.ggpht.com/ogex8W0qotuzp0AiYZeAg1eMBSygXY1GGE4Q6CiYshr7cO_lj93SMQfeicnNgzAn9eNh_laeuwGt-HWQoySJyCCTMg=w1000,height  270 mm × width  305 mm,Rotspartij,c. 1600 - c. 1625,paper,Blad uit `Tien Bamboe-hal`.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-577,https://lh3.googleusercontent.com/XQfd_1jgt5kuV9j8irasZPprg5zfEsY5qxfH3pmEVkxQckIvWSwWc3kKIOJzkYwL6kJFVegRVNLzmIgzxJ-P9VB1yQ=w1000,height  11.2 cm,Funnel with a light brown glaze and ruyi border,c. 1700 - c. 1724,porcelain,"Trechter van porselein met rechtwandige, uitlopende cup, bol tussen cup en steel, gedeeltelijk bedekt met een café-au-lait-kleurig glazuur en beschilderd in onderglazuur blauw. De cup met een band ruyi-motief met krulwerk; rond de basis van de cup een band met afhangende, puntige blad-motieven; de steel met een lichtbruin glazuur. Monochroom bruin met blauw-wit."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-45,https://lh3.googleusercontent.com/sRtb-FtiX3FFYbIvDgskzCDxU417JWkMOQdtNJcPtETiAuKaLtnA9i_tjC-HKPkeEG5EHMDny5wGer259FWigj1tncY=w1000,width  7.0 cm × height  3.5 cm × depth  0.8 cm × width  7.3 cm × height  3.5 cm × depth  2.4 cm,Gesp,-206 - 220,bronze (metal),Twee gespstukken.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1977-6,https://lh4.ggpht.com/YleZr5vGq7XWWMFBsofuaSc1086JUC9KROVjJVnHBX6hcF7_cj6s50jZNTi0c4NtnCTIs7uEyxoCdjgJYBDg5jMckpKD=w1000,height  5 cm,Set of Twelve Month Cups,c. 1700 - c. 1724,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1967-1,https://lh3.googleusercontent.com/ebeUa8jupuV-yjo25j5ZZb7caCWXTD80PSP1EAZk9Busx44OYHerv29qsXVc7qvUK-pOH7X8Pmf3dny2sdJAmzAmheM=w1000,height  8.5 cm,"Bowl with scrolls, bushes and Siddham characters",c. 1821 - c. 1851,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-594,https://lh3.googleusercontent.com/a0E7ygoEFKqcmNsLRxZUzLTe9TaOUKyzR9VWvjwCAJNYUwfyaBJ9dT8zvA1tFr4o2Y2JQnqnHd7CqbH_lyKeVOQvgg=w1000,engraving,Guanyin Crossing the Sea,c. 1675 - c. 1699,,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-647,https://lh3.googleusercontent.com/1dSFEGT3GGh1zipxd4LmCWnERpQox7XxrXBlFrqaAdw5drlGtoyZVl0D-NIpIIjt9riVRi7zMN4bTdsFHaEkJqNQdqk=w1000,height  8.3 cm,Dish,c. 1600,porcelain,"Schotel van porselein, bedekt met een wit slib en blauw glazuur. Op het glazuur beschilderd met wit slib met op het plat een bloeiende plant (chrysant). Op de binnenwand bloeiende planten. De rand met een band met bloemranken. Swatow (Zhangzhou)."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-545,https://lh3.googleusercontent.com/cRDdE4VVI6p_1HLv4gC2QOtNCwUu7SIfzSIoFwGsGFVivBALfmsJ5nFYFZ7CuYBuD3csh4tO4rBFQNj07nztA3yxQ5vU=w1000,height  5.1 cm,Tea bowl with a grey brown glaze,c. 960 - c. 1279,stoneware,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-17-B,https://lh3.googleusercontent.com/RdSP6ipYmxpE3EZVT5TMiBfM2MZQ8T-bp-J2so6wjahFdGeOIWYreW8EBAzwrt27VUBxVmDI9lrW-IrwABtjxZthnoex-Amk_cD2vXju=w1000,,Hengsel,-500 - -200,bronze (metal),"Rijk spel van arabesken, in verschillende niveaux gelegen; deel van een paar."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1245,https://lh3.googleusercontent.com/QUWnYJVfgdY-ZdqbepeCrefPPiWZyIuHscrZZNWZjnhgdFLojKbpUowozfJeKlHxO6qD6TYhu4MvIXEomsdo3ZobT3lOIOqnYs3a84A=w1000,,Graffiguur: dienares,-206 - 220,earthenware,graffiguur van een dienares.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1989-13,https://lh3.googleusercontent.com/LMGvJOGorsLQqQwxyPk9Hlgu2QHm5eEOqvt4QDk8RoYMY1OF5lrKx_F--fGXbkiXNSmYq3kVxmyRyEptu9a7X9Pj-Q=w1000,height  3.7 cm,Saucer-dish with flower sprays in shaped panels on a diaper-pattern ground,c. 1730 - c. 1745,porcelain,"Schaal van porselein, bedekt met een roze glazuur en beschilderd op het glazuur in blauw, rood, roze, groen, zwart en goud. Op de voorzijde van de schotel een gelobd cartouche met een pioenplant in een vierkant geschulpt cartouche met servetwerk, op de hoeken een gestileerde lotusrank; op elke zijde van het vierkant een kleiner gelobd cartouche met een bloeiende plant (pioen, chrysant, iris, ballonklokje) tegen een grond van servetwerk; op de binnenrand een band met servetwerk; de buitenzijde bedekt met een roze glazuur.  Famille rose met een ruby back."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1400,https://lh3.googleusercontent.com/IhnyUV1Rrf1N7aUzG7OxUaDu5njxhLbJDnBUyqjHWfMAYXurHyMQzpkbfFmRQR9NNXuPtaSdUgptyv8cHGNTdNpEJj2RyRKsVCtxXikW=w1000,height  33.5 cm,Vase with C-shaped Handles,c. -206 - c. 220,stoneware,"Eivormige vaas van steengoed met een spreidende hals en platte rand, gedeeltelijk bedekt met een groen glazuur. Op de buik horizontale ribben; de schouder met twee C-vormige oren met een gemodelleerde S-vormige decoratie aan de bovenzijde. Op de hals een ingegrifte, decoratieve band. Een barst in de rand. Celadon (Yue)."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-BR-FLA-5-A,https://lh3.googleusercontent.com/3lZ51I00AIa5KZ7g0ta82UAOJsHV_Tab_OnVqTcLx_Wi2Un22F-tZzWkwcYWOqoaLEInUfce9GVIWnKfbcBkdAgcKZE=w1000,height  20.5 cm,Tomb figure in the shape of a woman with a timbrel,c. 220 - c. 589,earthenware,"Graffiguur van aardewerk, beschilderd in rood, wit en zwart. De staande vrouw is gekleed in een rood gewaad met V-hals en wijde mouwen en heeft een hoog opgewerkt kapsel. Zij houdt een tamboerijn in de hand. Geplaatst op een los houten voetstuk van later datum."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-614,https://lh3.googleusercontent.com/c42xi91kH98H9yRxLNf0bKir8Bi59NzEliHRe0-UgsD9yam6aXiXS8ak4ZIpBCeJQO_JE4YvqAPF1e9w41pjErOFh5o=w1000,height  4.2 cm,Bowl with rounded sides and a band of scroll work,c. 1700 - c. 1899,porcelain,"Kom van soft-paste porselein (pâte tendre), bedekt met een crèmekleurig glazuur. Rond de rand twee ingegrifde decoratieve banden, één met arceerwerk en één met krulwerk. Glazuur is licht gecraqueleerd. Monochromen."
